tm_id,player_name,stats_url
809498,Luca Kerber,https://www.transfermarkt.com/luca-kerber/leistungsdatendetails/spieler/809498
1052350,Nick Rothweiler,https://www.transfermarkt.com/nick-rothweiler/leistungsdatendetails/spieler/1052350
744728,Arijon Ibrahimovic,https://www.transfermarkt.com/arijon-ibrahimovic/leistungsdatendetails/spieler/744728
273669,Adrian Beck,https://www.transfermarkt.com/adrian-beck/leistungsdatendetails/spieler/273669
283497,Mathias Honsak,https://www.transfermarkt.com/mathias-honsak/leistungsdatendetails/spieler/283497
1153628,Yannik Wagner,https://www.transfermarkt.com/yannik-wagner/leistungsdatendetails/spieler/1153628
645774,Eren Dinkçi,https://www.transfermarkt.com/eren-dinkci/leistungsdatendetails/spieler/645774
530298,Christian Conteh,https://www.transfermarkt.com/christian-conteh/leistungsdatendetails/spieler/530298
307183,Sirlord Conteh,https://www.transfermarkt.com/sirlord-conteh/leistungsdatendetails/spieler/307183
471055,Marvin Pieringer,https://www.transfermarkt.com/marvin-pieringer/leistungsdatendetails/spieler/471055
545332,Mikkel Kaufmann,https://www.transfermarkt.com/mikkel-kaufmann/leistungsdatendetails/spieler/545332
187097,Budu Zivzivadze,https://www.transfermarkt.com/budu-zivzivadze/leistungsdatendetails/spieler/187097
394033,Stefan Schimmer,https://www.transfermarkt.com/stefan-schimmer/leistungsdatendetails/spieler/394033
248454,Nikola Vasilj,https://www.transfermarkt.com/nikola-vasilj/leistungsdatendetails/spieler/248454
453742,Ben Voll,https://www.transfermarkt.com/ben-voll/leistungsdatendetails/spieler/453742
527597,Simon Spari,https://www.transfermarkt.com/simon-spari/leistungsdatendetails/spieler/527597
790733,Emil Gazdov,https://www.transfermarkt.com/emil-gazdov/leistungsdatendetails/spieler/790733
292534,Eric Smith,https://www.transfermarkt.com/eric-smith/leistungsdatendetails/spieler/292534
610795,Tomoya Ando,https://www.transfermarkt.com/tomoya-ando/leistungsdatendetails/spieler/610795
451906,David Nemeth,https://www.transfermarkt.com/david-nemeth/leistungsdatendetails/spieler/451906
154147,Hauke Wahl,https://www.transfermarkt.com/hauke-wahl/leistungsdatendetails/spieler/154147
236966,Adam Dzwigala,https://www.transfermarkt.com/adam-dzwigala/leistungsdatendetails/spieler/236966
139304,Karol Mets,https://www.transfermarkt.com/karol-mets/leistungsdatendetails/spieler/139304
909860,Jannik Robatsch,https://www.transfermarkt.com/jannik-robatsch/leistungsdatendetails/spieler/909860
605265,Louis Oppie,https://www.transfermarkt.com/louis-oppie/leistungsdatendetails/spieler/605265
333903,Lars Ritzka,https://www.transfermarkt.com/lars-ritzka/leistungsdatendetails/spieler/333903
599733,Arkadiusz Pyrka,https://www.transfermarkt.com/arkadiusz-pyrka/leistungsdatendetails/spieler/599733
242661,Manolis Saliakas,https://www.transfermarkt.com/manolis-saliakas/leistungsdatendetails/spieler/242661
587019,Fin Stevens,https://www.transfermarkt.com/fin-stevens/leistungsdatendetails/spieler/587019
393321,James Sands,https://www.transfermarkt.com/james-sands/leistungsdatendetails/spieler/393321
1003534,Marwin Schmitz,https://www.transfermarkt.com/marwin-schmitz/leistungsdatendetails/spieler/1003534
697277,Joel Chima Fujita,https://www.transfermarkt.com/joel-chima-fujita/leistungsdatendetails/spieler/697277
268327,Mathias Rasmussen,https://www.transfermarkt.com/mathias-rasmussen/leistungsdatendetails/spieler/268327
522223,Connor Metcalfe,https://www.transfermarkt.com/connor-metcalfe/leistungsdatendetails/spieler/522223
192557,Jackson Irvine,https://www.transfermarkt.com/jackson-irvine/leistungsdatendetails/spieler/192557
1152232,Nick Schmidt,https://www.transfermarkt.com/nick-schmidt/leistungsdatendetails/spieler/1152232
346499,Danel Sinani,https://www.transfermarkt.com/danel-sinani/leistungsdatendetails/spieler/346499
424072,Mathias Pereira Lage,https://www.transfermarkt.com/mathias-pereira-lage/leistungsdatendetails/spieler/424072
377729,Martijn Kaars,https://www.transfermarkt.com/martijn-kaars/leistungsdatendetails/spieler/377729
704155,Andréas Hountondji,https://www.transfermarkt.com/andreas-hountondji/leistungsdatendetails/spieler/704155
677935,Ricky-Jade Jones,https://www.transfermarkt.com/ricky-jade-jones/leistungsdatendetails/spieler/677935
1280281,Abdoulie Ceesay,https://www.transfermarkt.com/abdoulie-ceesay/leistungsdatendetails/spieler/1280281
495752,Taichi Hara,https://www.transfermarkt.com/taichi-hara/leistungsdatendetails/spieler/495752
346551,Kamil Grabara,https://www.transfermarkt.com/kamil-grabara/leistungsdatendetails/spieler/346551
118161,Marius Müller,https://www.transfermarkt.com/marius-muller/leistungsdatendetails/spieler/118161
1068257,Jakub Zielinski,https://www.transfermarkt.com/jakub-zielinski/leistungsdatendetails/spieler/1068257
51977,Pavao Pervan,https://www.transfermarkt.com/pavao-pervan/leistungsdatendetails/spieler/51977
669380,Konstantinos Koulierakis,https://www.transfermarkt.com/konstantinos-koulierakis/leistungsdatendetails/spieler/669380
919515,Jeanuël Belocian,https://www.transfermarkt.com/jeanuel-belocian/leistungsdatendetails/spieler/919515
734676,Jonas Adjetey,https://www.transfermarkt.com/jonas-adjetey/leistungsdatendetails/spieler/734676
239962,Denis Vavro,https://www.transfermarkt.com/denis-vavro/leistungsdatendetails/spieler/239962
617755,Jenson Seelt,https://www.transfermarkt.com/jenson-seelt/leistungsdatendetails/spieler/617755
460245,Moritz Jenz,https://www.transfermarkt.com/moritz-jenz/leistungsdatendetails/spieler/460245
943237,Cleiton,https://www.transfermarkt.com/cleiton/leistungsdatendetails/spieler/943237
369674,Joakim Maehle,https://www.transfermarkt.com/joakim-maehle/leistungsdatendetails/spieler/369674
730484,Aaron Zehnter,https://www.transfermarkt.com/aaron-zehnter/leistungsdatendetails/spieler/730484
401527,Rogério,https://www.transfermarkt.com/rogerio/leistungsdatendetails/spieler/401527
951579,Saël Kumbedi,https://www.transfermarkt.com/sael-kumbedi/leistungsdatendetails/spieler/951579
435796,Kilian Fischer,https://www.transfermarkt.com/kilian-fischer/leistungsdatendetails/spieler/435796
1009440,Jan Bürger,https://www.transfermarkt.com/jan-burger/leistungsdatendetails/spieler/1009440
663581,Vini Souza,https://www.transfermarkt.com/vini-souza/leistungsdatendetails/spieler/663581
342405,Mattias Svanberg,https://www.transfermarkt.com/mattias-svanberg/leistungsdatendetails/spieler/342405
117674,Maximilian Arnold,https://www.transfermarkt.com/maximilian-arnold/leistungsdatendetails/spieler/117674
1150105,Pharell Hensel,https://www.transfermarkt.com/pharell-hensel/leistungsdatendetails/spieler/1150105
119277,Yannick Gerhardt,https://www.transfermarkt.com/yannick-gerhardt/leistungsdatendetails/spieler/119277
711517,Kevin Paredes,https://www.transfermarkt.com/kevin-paredes/leistungsdatendetails/spieler/711517
387106,Lovro Majer,https://www.transfermarkt.com/lovro-majer/leistungsdatendetails/spieler/387106
789252,Bence Dárdai,https://www.transfermarkt.com/bence-dardai/leistungsdatendetails/spieler/789252
69633,Christian Eriksen,https://www.transfermarkt.com/christian-eriksen/leistungsdatendetails/spieler/69633
533295,Patrick Wimmer,https://www.transfermarkt.com/patrick-wimmer/leistungsdatendetails/spieler/533295
881297,Adam Daghim,https://www.transfermarkt.com/adam-daghim/leistungsdatendetails/spieler/881297
